statistic_label,month,property_type,unit,value
Percentage Change over 3 months for Residential Property Price Index,2021 May,Midland - houses,%,2.0
Percentage Change over 3 months for Residential Property Price Index,2021 May,West - houses,%,2.1
Percentage Change over 3 months for Residential Property Price Index,2021 May,Mid-East - houses,%,1.6
Percentage Change over 3 months for Residential Property Price Index,2021 May,Mid-West - houses,%,4.0
Percentage Change over 3 months for Residential Property Price Index,2021 May,South-East - houses,%,0.0
Percentage Change over 3 months for Residential Property Price Index,2021 May,South-West - houses,%,-0.4
Percentage Change over 3 months for Residential Property Price Index,2021 June,National - all residential properties,%,3.2
Percentage Change over 3 months for Residential Property Price Index,2021 June,National - houses,%,3.1
Percentage Change over 3 months for Residential Property Price Index,2021 June,National - apartments,%,4.0
Percentage Change over 3 months for Residential Property Price Index,2021 June,Dublin - all residential properties,%,3.1
Percentage Change over 3 months for Residential Property Price Index,2021 June,Dublin - houses,%,3.0
Percentage Change over 3 months for Residential Property Price Index,2021 June,Dublin - apartments,%,3.4
Percentage Change over 3 months for Residential Property Price Index,2021 June,Dublin City - houses,%,2.7
Percentage Change over 3 months for Residential Property Price Index,2021 June,Dun Laoghaire-Rathdown - houses,%,4.3
Percentage Change over 3 months for Residential Property Price Index,2021 June,Fingal - houses,%,1.2
Percentage Change over 3 months for Residential Property Price Index,2021 June,South Dublin - houses,%,4.2
Percentage Change over 3 months for Residential Property Price Index,2021 June,National excluding Dublin - all residential properties,%,3.2
Percentage Change over 3 months for Residential Property Price Index,2021 June,National excluding Dublin - houses,%,3.1
Percentage Change over 3 months for Residential Property Price Index,2021 June,National excluding Dublin - apartments,%,5.2
Percentage Change over 3 months for Residential Property Price Index,2021 June,Border - houses,%,5.4
Percentage Change over 3 months for Residential Property Price Index,2021 June,Midland - houses,%,3.7
Percentage Change over 3 months for Residential Property Price Index,2021 June,West - houses,%,1.4
Percentage Change over 3 months for Residential Property Price Index,2021 June,Mid-East - houses,%,2.1
Percentage Change over 3 months for Residential Property Price Index,2021 June,Mid-West - houses,%,4.9
Percentage Change over 3 months for Residential Property Price Index,2021 June,South-East - houses,%,3.1
Percentage Change over 3 months for Residential Property Price Index,2021 June,South-West - houses,%,3.7
Percentage Change over 3 months for Residential Property Price Index,2021 July,National - all residential properties,%,4.0
Percentage Change over 3 months for Residential Property Price Index,2021 July,National - houses,%,3.9
Percentage Change over 3 months for Residential Property Price Index,2021 July,National - apartments,%,4.6
Percentage Change over 3 months for Residential Property Price Index,2021 July,Dublin - all residential properties,%,3.7
Percentage Change over 3 months for Residential Property Price Index,2021 July,Dublin - houses,%,3.5
Percentage Change over 3 months for Residential Property Price Index,2021 July,Dublin - apartments,%,4.5
Percentage Change over 3 months for Residential Property Price Index,2021 July,Dublin City - houses,%,2.9
Percentage Change over 3 months for Residential Property Price Index,2021 July,Dun Laoghaire-Rathdown - houses,%,4.2
Percentage Change over 3 months for Residential Property Price Index,2021 July,Fingal - houses,%,1.9
Percentage Change over 3 months for Residential Property Price Index,2021 July,South Dublin - houses,%,5.6
Percentage Change over 3 months for Residential Property Price Index,2021 July,National excluding Dublin - all residential properties,%,4.3
Percentage Change over 3 months for Residential Property Price Index,2021 July,National excluding Dublin - houses,%,4.3
Percentage Change over 3 months for Residential Property Price Index,2021 July,National excluding Dublin - apartments,%,4.8
Percentage Change over 3 months for Residential Property Price Index,2021 July,Border - houses,%,5.6
Percentage Change over 3 months for Residential Property Price Index,2021 July,Midland - houses,%,4.7
Percentage Change over 3 months for Residential Property Price Index,2021 July,West - houses,%,2.9
Percentage Change over 3 months for Residential Property Price Index,2021 July,Mid-East - houses,%,2.9
Percentage Change over 3 months for Residential Property Price Index,2021 July,Mid-West - houses,%,5.2
Percentage Change over 3 months for Residential Property Price Index,2021 July,South-East - houses,%,5.1
Percentage Change over 3 months for Residential Property Price Index,2021 July,South-West - houses,%,5.6
Percentage Change over 3 months for Residential Property Price Index,2021 August,National - all residential properties,%,5.5
Percentage Change over 3 months for Residential Property Price Index,2021 August,National - houses,%,5.6
Percentage Change over 3 months for Residential Property Price Index,2021 August,National - apartments,%,4.7
Percentage Change over 3 months for Residential Property Price Index,2021 August,Dublin - all residential properties,%,4.9
Percentage Change over 3 months for Residential Property Price Index,2021 August,Dublin - houses,%,4.8
Percentage Change over 3 months for Residential Property Price Index,2021 August,Dublin - apartments,%,5.4
Percentage Change over 3 months for Residential Property Price Index,2021 August,Dublin City - houses,%,4.6
Percentage Change over 3 months for Residential Property Price Index,2021 August,Dun Laoghaire-Rathdown - houses,%,5.1
Percentage Change over 3 months for Residential Property Price Index,2021 August,Fingal - houses,%,4.5
Percentage Change over 3 months for Residential Property Price Index,2021 August,South Dublin - houses,%,5.3
Percentage Change over 3 months for Residential Property Price Index,2021 August,National excluding Dublin - all residential properties,%,5.9
Percentage Change over 3 months for Residential Property Price Index,2021 August,National excluding Dublin - houses,%,6.1
Percentage Change over 3 months for Residential Property Price Index,2021 August,National excluding Dublin - apartments,%,3.3
Percentage Change over 3 months for Residential Property Price Index,2021 August,Border - houses,%,7.2
Percentage Change over 3 months for Residential Property Price Index,2021 August,Midland - houses,%,6.2
Percentage Change over 3 months for Residential Property Price Index,2021 August,West - houses,%,3.9
Percentage Change over 3 months for Residential Property Price Index,2021 August,Mid-East - houses,%,4.5
Percentage Change over 3 months for Residential Property Price Index,2021 August,Mid-West - houses,%,4.8
Percentage Change over 3 months for Residential Property Price Index,2021 August,South-East - houses,%,9.1
Percentage Change over 3 months for Residential Property Price Index,2021 August,South-West - houses,%,8.2
Percentage Change over 3 months for Residential Property Price Index,2021 September,National - all residential properties,%,5.7
Percentage Change over 3 months for Residential Property Price Index,2021 September,National - houses,%,5.8
Percentage Change over 3 months for Residential Property Price Index,2021 September,National - apartments,%,4.6
Percentage Change over 3 months for Residential Property Price Index,2021 September,Dublin - all residential properties,%,5.0
Percentage Change over 3 months for Residential Property Price Index,2021 September,Dublin - houses,%,5.0
Percentage Change over 3 months for Residential Property Price Index,2021 September,Dublin - apartments,%,5.0
Percentage Change over 3 months for Residential Property Price Index,2021 September,Dublin City - houses,%,5.2
Percentage Change over 3 months for Residential Property Price Index,2021 September,Dun Laoghaire-Rathdown - houses,%,4.3
Percentage Change over 3 months for Residential Property Price Index,2021 September,Fingal - houses,%,5.5
Percentage Change over 3 months for Residential Property Price Index,2021 September,South Dublin - houses,%,5.0
Percentage Change over 3 months for Residential Property Price Index,2021 September,National excluding Dublin - all residential properties,%,6.2
Percentage Change over 3 months for Residential Property Price Index,2021 September,National excluding Dublin - houses,%,6.4
Percentage Change over 3 months for Residential Property Price Index,2021 September,National excluding Dublin - apartments,%,3.9
Percentage Change over 3 months for Residential Property Price Index,2021 September,Border - houses,%,8.0
Percentage Change over 3 months for Residential Property Price Index,2021 September,Midland - houses,%,5.1
Percentage Change over 3 months for Residential Property Price Index,2021 September,West - houses,%,6.2
Percentage Change over 3 months for Residential Property Price Index,2021 September,Mid-East - houses,%,5.0
Percentage Change over 3 months for Residential Property Price Index,2021 September,Mid-West - houses,%,4.7
Percentage Change over 3 months for Residential Property Price Index,2021 September,South-East - houses,%,9.7
Percentage Change over 3 months for Residential Property Price Index,2021 September,South-West - houses,%,7.2
Percentage Change over 3 months for Residential Property Price Index,2021 October,National - all residential properties,%,5.1
Percentage Change over 3 months for Residential Property Price Index,2021 October,National - houses,%,5.3
Percentage Change over 3 months for Residential Property Price Index,2021 October,National - apartments,%,3.8
Percentage Change over 3 months for Residential Property Price Index,2021 October,Dublin - all residential properties,%,4.4
Percentage Change over 3 months for Residential Property Price Index,2021 October,Dublin - houses,%,4.5
Percentage Change over 3 months for Residential Property Price Index,2021 October,Dublin - apartments,%,3.8
Percentage Change over 3 months for Residential Property Price Index,2021 October,Dublin City - houses,%,5.4
Percentage Change over 3 months for Residential Property Price Index,2021 October,Dun Laoghaire-Rathdown - houses,%,4.1
Percentage Change over 3 months for Residential Property Price Index,2021 October,Fingal - houses,%,4.8
Percentage Change over 3 months for Residential Property Price Index,2021 October,South Dublin - houses,%,3.0
Percentage Change over 3 months for Residential Property Price Index,2021 October,National excluding Dublin - all residential properties,%,5.8
Percentage Change over 3 months for Residential Property Price Index,2021 October,National excluding Dublin - houses,%,5.9
Percentage Change over 3 months for Residential Property Price Index,2021 October,National excluding Dublin - apartments,%,4.0
Percentage Change over 3 months for Residential Property Price Index,2021 October,Border - houses,%,6.6
Percentage Change over 3 months for Residential Property Price Index,2021 October,Midland - houses,%,4.7
Percentage Change over 3 months for Residential Property Price Index,2021 October,West - houses,%,5.3
Percentage Change over 3 months for Residential Property Price Index,2021 October,Mid-East - houses,%,5.3
Percentage Change over 3 months for Residential Property Price Index,2021 October,Mid-West - houses,%,3.2
Percentage Change over 3 months for Residential Property Price Index,2021 October,South-East - houses,%,9.7
Percentage Change over 3 months for Residential Property Price Index,2021 October,South-West - houses,%,6.4
Percentage Change over 3 months for Residential Property Price Index,2021 November,National - all residential properties,%,4.1
Percentage Change over 3 months for Residential Property Price Index,2021 November,National - houses,%,4.2
Percentage Change over 3 months for Residential Property Price Index,2021 November,National - apartments,%,3.9
Percentage Change over 3 months for Residential Property Price Index,2021 November,Dublin - all residential properties,%,3.2
Percentage Change over 3 months for Residential Property Price Index,2021 November,Dublin - houses,%,3.2
Percentage Change over 3 months for Residential Property Price Index,2021 November,Dublin - apartments,%,3.4
Percentage Change over 3 months for Residential Property Price Index,2021 November,Dublin City - houses,%,4.4
Percentage Change over 3 months for Residential Property Price Index,2021 November,Dun Laoghaire-Rathdown - houses,%,2.7
Percentage Change over 3 months for Residential Property Price Index,2021 November,Fingal - houses,%,3.1
Percentage Change over 3 months for Residential Property Price Index,2021 November,South Dublin - houses,%,1.6
Percentage Change over 3 months for Residential Property Price Index,2021 November,National excluding Dublin - all residential properties,%,4.9
Percentage Change over 3 months for Residential Property Price Index,2021 November,National excluding Dublin - houses,%,4.9
Percentage Change over 3 months for Residential Property Price Index,2021 November,National excluding Dublin - apartments,%,5.2
Percentage Change over 3 months for Residential Property Price Index,2021 November,Border - houses,%,5.3
Percentage Change over 3 months for Residential Property Price Index,2021 November,Midland - houses,%,5.3
Percentage Change over 3 months for Residential Property Price Index,2021 November,West - houses,%,4.3
Percentage Change over 3 months for Residential Property Price Index,2021 November,Mid-East - houses,%,5.2
Percentage Change over 3 months for Residential Property Price Index,2021 November,Mid-West - houses,%,1.7
Percentage Change over 3 months for Residential Property Price Index,2021 November,South-East - houses,%,6.6
Percentage Change over 3 months for Residential Property Price Index,2021 November,South-West - houses,%,5.0
Percentage Change over 3 months for Residential Property Price Index,2021 December,National - all residential properties,%,3.4
Percentage Change over 3 months for Residential Property Price Index,2021 December,National - houses,%,3.4
Percentage Change over 3 months for Residential Property Price Index,2021 December,National - apartments,%,3.3
Percentage Change over 3 months for Residential Property Price Index,2021 December,Dublin - all residential properties,%,2.5
Percentage Change over 3 months for Residential Property Price Index,2021 December,Dublin - houses,%,2.5
Percentage Change over 3 months for Residential Property Price Index,2021 December,Dublin - apartments,%,2.5
Percentage Change over 3 months for Residential Property Price Index,2021 December,Dublin City - houses,%,3.2
Percentage Change over 3 months for Residential Property Price Index,2021 December,Dun Laoghaire-Rathdown - houses,%,2.1
Percentage Change over 3 months for Residential Property Price Index,2021 December,Fingal - houses,%,2.6
Percentage Change over 3 months for Residential Property Price Index,2021 December,South Dublin - houses,%,1.5
Percentage Change over 3 months for Residential Property Price Index,2021 December,National excluding Dublin - all residential properties,%,4.2
Percentage Change over 3 months for Residential Property Price Index,2021 December,National excluding Dublin - houses,%,4.1
Percentage Change over 3 months for Residential Property Price Index,2021 December,National excluding Dublin - apartments,%,5.3
Percentage Change over 3 months for Residential Property Price Index,2021 December,Border - houses,%,4.3
Percentage Change over 3 months for Residential Property Price Index,2021 December,Midland - houses,%,5.5
Percentage Change over 3 months for Residential Property Price Index,2021 December,West - houses,%,4.2
Percentage Change over 3 months for Residential Property Price Index,2021 December,Mid-East - houses,%,5.4
Percentage Change over 3 months for Residential Property Price Index,2021 December,Mid-West - houses,%,1.4
Percentage Change over 3 months for Residential Property Price Index,2021 December,South-East - houses,%,4.0
Percentage Change over 3 months for Residential Property Price Index,2021 December,South-West - houses,%,3.2
Percentage Change over 3 months for Residential Property Price Index,2022 January,National - all residential properties,%,3.1
Percentage Change over 3 months for Residential Property Price Index,2022 January,National - houses,%,3.1
Percentage Change over 3 months for Residential Property Price Index,2022 January,National - apartments,%,3.0
Percentage Change over 3 months for Residential Property Price Index,2022 January,Dublin - all residential properties,%,2.1
Percentage Change over 3 months for Residential Property Price Index,2022 January,Dublin - houses,%,1.9
Percentage Change over 3 months for Residential Property Price Index,2022 January,Dublin - apartments,%,2.7
Percentage Change over 3 months for Residential Property Price Index,2022 January,Dublin City - houses,%,2.3
Percentage Change over 3 months for Residential Property Price Index,2022 January,Dun Laoghaire-Rathdown - houses,%,0.8
Percentage Change over 3 months for Residential Property Price Index,2022 January,Fingal - houses,%,3.2
Percentage Change over 3 months for Residential Property Price Index,2022 January,South Dublin - houses,%,1.5
Percentage Change over 3 months for Residential Property Price Index,2022 January,National excluding Dublin - all residential properties,%,4.0
Percentage Change over 3 months for Residential Property Price Index,2022 January,National excluding Dublin - houses,%,4.0
Percentage Change over 3 months for Residential Property Price Index,2022 January,National excluding Dublin - apartments,%,3.8
Percentage Change over 3 months for Residential Property Price Index,2022 January,Border - houses,%,5.7
Percentage Change over 3 months for Residential Property Price Index,2022 January,Midland - houses,%,5.3
Percentage Change over 3 months for Residential Property Price Index,2022 January,West - houses,%,6.2
Percentage Change over 3 months for Residential Property Price Index,2022 January,Mid-East - houses,%,4.4
Percentage Change over 3 months for Residential Property Price Index,2022 January,Mid-West - houses,%,3.2
Percentage Change over 3 months for Residential Property Price Index,2022 January,South-East - houses,%,2.5
Percentage Change over 3 months for Residential Property Price Index,2022 January,South-West - houses,%,2.5
Percentage Change over 3 months for Residential Property Price Index,2022 February,National - all residential properties,%,2.5
Percentage Change over 3 months for Residential Property Price Index,2022 February,National - houses,%,2.6
Percentage Change over 3 months for Residential Property Price Index,2022 February,National - apartments,%,2.0
Percentage Change over 3 months for Residential Property Price Index,2022 February,Dublin - all residential properties,%,1.7
Percentage Change over 3 months for Residential Property Price Index,2022 February,Dublin - houses,%,1.8
Percentage Change over 3 months for Residential Property Price Index,2022 February,Dublin - apartments,%,1.7
Percentage Change over 3 months for Residential Property Price Index,2022 February,Dublin City - houses,%,2.1
Percentage Change over 3 months for Residential Property Price Index,2022 February,Dun Laoghaire-Rathdown - houses,%,0.9
Percentage Change over 3 months for Residential Property Price Index,2022 February,Fingal - houses,%,2.9
Percentage Change over 3 months for Residential Property Price Index,2022 February,South Dublin - houses,%,0.9
Percentage Change over 3 months for Residential Property Price Index,2022 February,National excluding Dublin - all residential properties,%,3.1
Percentage Change over 3 months for Residential Property Price Index,2022 February,National excluding Dublin - houses,%,3.1
Percentage Change over 3 months for Residential Property Price Index,2022 February,National excluding Dublin - apartments,%,2.9
Percentage Change over 3 months for Residential Property Price Index,2022 February,Border - houses,%,5.9
Percentage Change over 3 months for Residential Property Price Index,2022 February,Midland - houses,%,3.7
Percentage Change over 3 months for Residential Property Price Index,2022 February,West - houses,%,5.5
Percentage Change over 3 months for Residential Property Price Index,2022 February,Mid-East - houses,%,3.0
Percentage Change over 3 months for Residential Property Price Index,2022 February,Mid-West - houses,%,3.9
Percentage Change over 3 months for Residential Property Price Index,2022 February,South-East - houses,%,2.0
Percentage Change over 3 months for Residential Property Price Index,2022 February,South-West - houses,%,1.2
Percentage Change over 3 months for Residential Property Price Index,2022 March,National - all residential properties,%,2.1
Percentage Change over 3 months for Residential Property Price Index,2022 March,National - houses,%,2.1
Percentage Change over 3 months for Residential Property Price Index,2022 March,National - apartments,%,1.7
Percentage Change over 3 months for Residential Property Price Index,2022 March,Dublin - all residential properties,%,1.5
Percentage Change over 3 months for Residential Property Price Index,2022 March,Dublin - houses,%,1.5
Percentage Change over 3 months for Residential Property Price Index,2022 March,Dublin - apartments,%,1.6
Percentage Change over 3 months for Residential Property Price Index,2022 March,Dublin City - houses,%,1.9
Percentage Change over 3 months for Residential Property Price Index,2022 March,Dun Laoghaire-Rathdown - houses,%,0.7
Percentage Change over 3 months for Residential Property Price Index,2022 March,Fingal - houses,%,2.4
Percentage Change over 3 months for Residential Property Price Index,2022 March,South Dublin - houses,%,0.6
Percentage Change over 3 months for Residential Property Price Index,2022 March,National excluding Dublin - all residential properties,%,2.5
Percentage Change over 3 months for Residential Property Price Index,2022 March,National excluding Dublin - houses,%,2.5
Percentage Change over 3 months for Residential Property Price Index,2022 March,National excluding Dublin - apartments,%,2.1
Percentage Change over 3 months for Residential Property Price Index,2022 March,Border - houses,%,5.1
Percentage Change over 3 months for Residential Property Price Index,2022 March,Midland - houses,%,2.6
Percentage Change over 3 months for Residential Property Price Index,2022 March,West - houses,%,5.2
Percentage Change over 3 months for Residential Property Price Index,2022 March,Mid-East - houses,%,1.8
Percentage Change over 3 months for Residential Property Price Index,2022 March,Mid-West - houses,%,4.0
Percentage Change over 3 months for Residential Property Price Index,2022 March,South-East - houses,%,2.0
Percentage Change over 3 months for Residential Property Price Index,2022 March,South-West - houses,%,0.9
Percentage Change over 3 months for Residential Property Price Index,2022 April,National - all residential properties,%,1.5
Percentage Change over 3 months for Residential Property Price Index,2022 April,National - houses,%,1.5
Percentage Change over 3 months for Residential Property Price Index,2022 April,National - apartments,%,1.7
Percentage Change over 3 months for Residential Property Price Index,2022 April,Dublin - all residential properties,%,1.2
Percentage Change over 3 months for Residential Property Price Index,2022 April,Dublin - houses,%,1.1
Percentage Change over 3 months for Residential Property Price Index,2022 April,Dublin - apartments,%,1.3
Percentage Change over 3 months for Residential Property Price Index,2022 April,Dublin City - houses,%,1.8
Percentage Change over 3 months for Residential Property Price Index,2022 April,Dun Laoghaire-Rathdown - houses,%,0.4
Percentage Change over 3 months for Residential Property Price Index,2022 April,Fingal - houses,%,1.1
Percentage Change over 3 months for Residential Property Price Index,2022 April,South Dublin - houses,%,1.0
Percentage Change over 3 months for Residential Property Price Index,2022 April,National excluding Dublin - all residential properties,%,1.8
Percentage Change over 3 months for Residential Property Price Index,2022 April,National excluding Dublin - houses,%,1.8
Percentage Change over 3 months for Residential Property Price Index,2022 April,National excluding Dublin - apartments,%,2.5
Percentage Change over 3 months for Residential Property Price Index,2022 April,Border - houses,%,4.0
Percentage Change over 3 months for Residential Property Price Index,2022 April,Midland - houses,%,1.6
Percentage Change over 3 months for Residential Property Price Index,2022 April,West - houses,%,1.6
Percentage Change over 3 months for Residential Property Price Index,2022 April,Mid-East - houses,%,1.5
Percentage Change over 3 months for Residential Property Price Index,2022 April,Mid-West - houses,%,0.4
Percentage Change over 3 months for Residential Property Price Index,2022 April,South-East - houses,%,2.3
Percentage Change over 3 months for Residential Property Price Index,2022 April,South-West - houses,%,2.0
Percentage Change over 3 months for Residential Property Price Index,2022 May,National - all residential properties,%,1.6
Percentage Change over 3 months for Residential Property Price Index,2022 May,National - houses,%,1.6
Percentage Change over 3 months for Residential Property Price Index,2022 May,National - apartments,%,1.4
Percentage Change over 3 months for Residential Property Price Index,2022 May,Dublin - all residential properties,%,1.2
Percentage Change over 3 months for Residential Property Price Index,2022 May,Dublin - houses,%,1.2
Percentage Change over 3 months for Residential Property Price Index,2022 May,Dublin - apartments,%,1.1
Percentage Change over 3 months for Residential Property Price Index,2022 May,Dublin City - houses,%,1.5
Percentage Change over 3 months for Residential Property Price Index,2022 May,Dun Laoghaire-Rathdown - houses,%,0.6
Percentage Change over 3 months for Residential Property Price Index,2022 May,Fingal - houses,%,0.9
Percentage Change over 3 months for Residential Property Price Index,2022 May,South Dublin - houses,%,2.2
Percentage Change over 3 months for Residential Property Price Index,2022 May,National excluding Dublin - all residential properties,%,1.9
Percentage Change over 3 months for Residential Property Price Index,2022 May,National excluding Dublin - houses,%,1.9
Percentage Change over 3 months for Residential Property Price Index,2022 May,National excluding Dublin - apartments,%,2.0
Percentage Change over 3 months for Residential Property Price Index,2022 May,Border - houses,%,1.8
Percentage Change over 3 months for Residential Property Price Index,2022 May,Midland - houses,%,2.1
Percentage Change over 3 months for Residential Property Price Index,2022 May,West - houses,%,2.7
Percentage Change over 3 months for Residential Property Price Index,2022 May,Mid-East - houses,%,1.7
Percentage Change over 3 months for Residential Property Price Index,2022 May,Mid-West - houses,%,0.6
Percentage Change over 3 months for Residential Property Price Index,2022 May,South-East - houses,%,2.6
Percentage Change over 3 months for Residential Property Price Index,2022 May,South-West - houses,%,2.2
Percentage Change over 3 months for Residential Property Price Index,2022 June,National - all residential properties,%,2.2
Percentage Change over 3 months for Residential Property Price Index,2022 June,National - houses,%,2.2
Percentage Change over 3 months for Residential Property Price Index,2022 June,National - apartments,%,1.7
Percentage Change over 3 months for Residential Property Price Index,2022 June,Dublin - all residential properties,%,2.1
Percentage Change over 3 months for Residential Property Price Index,2022 June,Dublin - houses,%,2.2
Percentage Change over 3 months for Residential Property Price Index,2022 June,Dublin - apartments,%,1.5
Percentage Change over 3 months for Residential Property Price Index,2022 June,Dublin City - houses,%,2.0
Percentage Change over 3 months for Residential Property Price Index,2022 June,Dun Laoghaire-Rathdown - houses,%,2.4
Percentage Change over 3 months for Residential Property Price Index,2022 June,Fingal - houses,%,1.4
Percentage Change over 3 months for Residential Property Price Index,2022 June,South Dublin - houses,%,3.2
Percentage Change over 3 months for Residential Property Price Index,2022 June,National excluding Dublin - all residential properties,%,2.3
Percentage Change over 3 months for Residential Property Price Index,2022 June,National excluding Dublin - houses,%,2.3
Percentage Change over 3 months for Residential Property Price Index,2022 June,National excluding Dublin - apartments,%,2.1
Percentage Change over 3 months for Residential Property Price Index,2022 June,Border - houses,%,1.4
Percentage Change over 3 months for Residential Property Price Index,2022 June,Midland - houses,%,3.1
Percentage Change over 3 months for Residential Property Price Index,2022 June,West - houses,%,2.5
Percentage Change over 3 months for Residential Property Price Index,2022 June,Mid-East - houses,%,2.4
Percentage Change over 3 months for Residential Property Price Index,2022 June,Mid-West - houses,%,1.3
Percentage Change over 3 months for Residential Property Price Index,2022 June,South-East - houses,%,2.2
Percentage Change over 3 months for Residential Property Price Index,2022 June,South-West - houses,%,2.6
Percentage Change over 3 months for Residential Property Price Index,2022 July,National - all residential properties,%,2.8
Percentage Change over 3 months for Residential Property Price Index,2022 July,National - houses,%,2.9
Percentage Change over 3 months for Residential Property Price Index,2022 July,National - apartments,%,1.6
Percentage Change over 3 months for Residential Property Price Index,2022 July,Dublin - all residential properties,%,2.7
Percentage Change over 3 months for Residential Property Price Index,2022 July,Dublin - houses,%,3.0
Percentage Change over 3 months for Residential Property Price Index,2022 July,Dublin - apartments,%,1.5
Percentage Change over 3 months for Residential Property Price Index,2022 July,Dublin City - houses,%,2.4
Percentage Change over 3 months for Residential Property Price Index,2022 July,Dun Laoghaire-Rathdown - houses,%,4.2
Percentage Change over 3 months for Residential Property Price Index,2022 July,Fingal - houses,%,2.0
Percentage Change over 3 months for Residential Property Price Index,2022 July,South Dublin - houses,%,3.8
Percentage Change over 3 months for Residential Property Price Index,2022 July,National excluding Dublin - all residential properties,%,2.8
Percentage Change over 3 months for Residential Property Price Index,2022 July,National excluding Dublin - houses,%,2.9
Percentage Change over 3 months for Residential Property Price Index,2022 July,National excluding Dublin - apartments,%,2.0
Percentage Change over 3 months for Residential Property Price Index,2022 July,Border - houses,%,0.7
Percentage Change over 3 months for Residential Property Price Index,2022 July,Midland - houses,%,3.9
Percentage Change over 3 months for Residential Property Price Index,2022 July,West - houses,%,4.4
Percentage Change over 3 months for Residential Property Price Index,2022 July,Mid-East - houses,%,3.1
Percentage Change over 3 months for Residential Property Price Index,2022 July,Mid-West - houses,%,4.4
Percentage Change over 3 months for Residential Property Price Index,2022 July,South-East - houses,%,2.6
Percentage Change over 3 months for Residential Property Price Index,2022 July,South-West - houses,%,1.5
Percentage Change over 3 months for Residential Property Price Index,2022 August,National - all residential properties,%,3.1
Percentage Change over 3 months for Residential Property Price Index,2022 August,National - houses,%,3.3
Percentage Change over 3 months for Residential Property Price Index,2022 August,National - apartments,%,2.1
Percentage Change over 3 months for Residential Property Price Index,2022 August,Dublin - all residential properties,%,3.2
Percentage Change over 3 months for Residential Property Price Index,2022 August,Dublin - houses,%,3.5
Percentage Change over 3 months for Residential Property Price Index,2022 August,Dublin - apartments,%,2.3
Percentage Change over 3 months for Residential Property Price Index,2022 August,Dublin City - houses,%,2.2
Percentage Change over 3 months for Residential Property Price Index,2022 August,Dun Laoghaire-Rathdown - houses,%,4.9
Percentage Change over 3 months for Residential Property Price Index,2022 August,Fingal - houses,%,2.7
Percentage Change over 3 months for Residential Property Price Index,2022 August,South Dublin - houses,%,5.1
Percentage Change over 3 months for Residential Property Price Index,2022 August,National excluding Dublin - all residential properties,%,3.0
Percentage Change over 3 months for Residential Property Price Index,2022 August,National excluding Dublin - houses,%,3.1
Percentage Change over 3 months for Residential Property Price Index,2022 August,National excluding Dublin - apartments,%,1.5
Percentage Change over 3 months for Residential Property Price Index,2022 August,Border - houses,%,1.3
Percentage Change over 3 months for Residential Property Price Index,2022 August,Midland - houses,%,3.3
Percentage Change over 3 months for Residential Property Price Index,2022 August,West - houses,%,4.6
Percentage Change over 3 months for Residential Property Price Index,2022 August,Mid-East - houses,%,3.2
Percentage Change over 3 months for Residential Property Price Index,2022 August,Mid-West - houses,%,4.6
Percentage Change over 3 months for Residential Property Price Index,2022 August,South-East - houses,%,3.2
Percentage Change over 3 months for Residential Property Price Index,2022 August,South-West - houses,%,2.0
Percentage Change over 3 months for Residential Property Price Index,2022 September,National - all residential properties,%,2.6
Percentage Change over 3 months for Residential Property Price Index,2022 September,National - houses,%,2.8
Percentage Change over 3 months for Residential Property Price Index,2022 September,National - apartments,%,1.1
Percentage Change over 3 months for Residential Property Price Index,2022 September,Dublin - all residential properties,%,2.9
Percentage Change over 3 months for Residential Property Price Index,2022 September,Dublin - houses,%,3.2
Percentage Change over 3 months for Residential Property Price Index,2022 September,Dublin - apartments,%,1.7
Percentage Change over 3 months for Residential Property Price Index,2022 September,Dublin City - houses,%,2.1
Percentage Change over 3 months for Residential Property Price Index,2022 September,Dun Laoghaire-Rathdown - houses,%,3.9
Percentage Change over 3 months for Residential Property Price Index,2022 September,Fingal - houses,%,2.9
Percentage Change over 3 months for Residential Property Price Index,2022 September,South Dublin - houses,%,4.9
Percentage Change over 3 months for Residential Property Price Index,2022 September,National excluding Dublin - all residential properties,%,2.4
Percentage Change over 3 months for Residential Property Price Index,2022 September,National excluding Dublin - houses,%,2.6
Percentage Change over 3 months for Residential Property Price Index,2022 September,National excluding Dublin - apartments,%,-0.2
Percentage Change over 3 months for Residential Property Price Index,2022 September,Border - houses,%,1.4
Percentage Change over 3 months for Residential Property Price Index,2022 September,Midland - houses,%,1.8
Percentage Change over 3 months for Residential Property Price Index,2022 September,West - houses,%,3.8
Percentage Change over 3 months for Residential Property Price Index,2022 September,Mid-East - houses,%,2.1
Percentage Change over 3 months for Residential Property Price Index,2022 September,Mid-West - houses,%,3.9
Percentage Change over 3 months for Residential Property Price Index,2022 September,South-East - houses,%,3.2
Percentage Change over 3 months for Residential Property Price Index,2022 September,South-West - houses,%,2.3
Percentage Change over 3 months for Residential Property Price Index,2022 October,National - all residential properties,%,1.9
Percentage Change over 3 months for Residential Property Price Index,2022 October,National - houses,%,1.9
Percentage Change over 3 months for Residential Property Price Index,2022 October,National - apartments,%,1.5
Percentage Change over 3 months for Residential Property Price Index,2022 October,Dublin - all residential properties,%,2.0
Percentage Change over 3 months for Residential Property Price Index,2022 October,Dublin - houses,%,1.9
Percentage Change over 3 months for Residential Property Price Index,2022 October,Dublin - apartments,%,2.4
